person,rep,original,surrogate
2,24,0.97781161505987,0.8789978469200505
2,25,0.97781161505987,0.863230637343735
2,26,0.97781161505987,0.8668413356966325
2,27,0.97781161505987,0.8613982431167609
2,28,0.97781161505987,0.8739028066986009
2,29,0.97781161505987,0.8718228660734774
2,30,0.97781161505987,0.8707144312728965
2,31,0.97781161505987,0.8673071908620329
2,32,0.97781161505987,0.8796573466169251
2,33,0.97781161505987,0.8670367632576753
2,34,0.97781161505987,0.8620878482696935
2,35,0.97781161505987,0.869286914328937
2,36,0.97781161505987,0.868749072430286
2,37,0.97781161505987,0.8636534710478012
2,38,0.97781161505987,0.8592230345636271
2,39,0.97781161505987,0.8738326856749505
3,0,0.9773574772888963,0.8608017946072894
3,1,0.9773574772888963,0.850119178014206
3,2,0.9773574772888963,0.8593491571102146
3,3,0.9773574772888963,0.8586722600879841
3,4,0.9773574772888963,0.8557261926216789
3,5,0.9773574772888963,0.8472578228477288
3,6,0.9773574772888963,0.8660667480583747
3,7,0.9773574772888963,0.8628225494536498
3,8,0.9773574772888963,0.8615802075653484
3,9,0.9773574772888963,0.853516491572365
3,10,0.9773574772888963,0.8610117318671466
3,11,0.9773574772888963,0.8685040834089224
3,12,0.9773574772888963,0.8545260822712218
3,13,0.9773574772888963,0.8574875563224458
3,14,0.9773574772888963,0.8579659189447659
3,15,0.9773574772888963,0.8653861535305482
3,16,0.9773574772888963,0.8513653495336739
3,17,0.9773574772888963,0.8533523790793357
3,18,0.9773574772888963,0.8621105289949738
3,19,0.9773574772888963,0.8653244557786848
3,20,0.9773574772888963,0.8570190621844829
3,21,0.9773574772888963,0.8605459098160925
3,22,0.9773574772888963,0.8626894453446158
3,23,0.9773574772888963,0.8593936325035273
3,24,0.9773574772888963,0.8599828976072117
3,25,0.9773574772888963,0.8497573989232161
3,26,0.9773574772888963,0.860828520292532
3,27,0.9773574772888963,0.8552012247674651
3,28,0.9773574772888963,0.863109586637437
3,29,0.9773574772888963,0.8592722942833979
3,30,0.9773574772888963,0.8624032093603805
3,31,0.9773574772888963,0.8519095582759935
3,32,0.9773574772888963,0.8592314327239541
3,33,0.9773574772888963,0.8605583309968641
3,34,0.9773574772888963,0.8646978570051164
3,35,0.9773574772888963,0.8608672469376988
3,36,0.9773574772888963,0.8526172667340784
3,37,0.9773574772888963,0.8531935039242857
3,38,0.9773574772888963,0.8573082010380217
3,39,0.9773574772888963,0.8501192542436121
4,0,0.9800967539263022,0.8746334919897675
4,1,0.9800967539263022,0.8754496608454182
4,2,0.9800967539263022,0.8736161657565586
4,3,0.9800967539263022,0.8891133041403846
4,4,0.9800967539263022,0.8710938351252211
4,5,0.9800967539263022,0.8849881733980142
4,6,0.9800967539263022,0.8824166470378403
4,7,0.9800967539263022,0.8689052097535901
4,8,0.9800967539263022,0.892394686877962
